Central,Llave,Coordinado,Grupo reporte,Tipo,Subtipo,Fecha,Hora 1,Hora 2,Hora 3,Hora 4,Hora 5,Hora 6,Hora 7,Hora 8,Hora 9,Hora 10,Hora 11,Hora 12,Hora 13,Hora 14,Hora 15,Hora 16,Hora 17,Hora 18,Hora 19,Hora 20,Hora 21,Hora 22,Hora 23,Hora 24,Hora 25,Total
PMGD PFV SANTA FRANCISCA,PMGD PFV Santa Francisca,CVE PROYECTO DIECISIETE SPA,PMGD PFV Santa Francisca,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0444715857,1.329837631,2.788051209,3.637147644,3.886294556,3.712611816,1.759985504,1.884488953,1.138461502,0.5355087203,0.2524904995,0.0028003869,0,0,0,0,0,,20.97215001
PMGD PFV SANTA INES SOLAR,PFV SANTA INES,CVE PROYECTO SEIS SPA,PMGD PFV Santa Inés,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.1154312436,0.7996985855,1.618985016,1.606367004,1.512804505,1.153649666,1.492746735,1.541215607,1.503931366,0.8811983872,0.2230417433,0.0021164999,0,0,0,0,0,,12.45118636
PMGD PFV SANTA JULIA,Santa Julia,SPV P4 SPA,PMGD PFV Santa Julia,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.2386825372,1.842348236,2.430351196,2.398406006,2.303773865,2.256496826,2.300835693,2.368536316,2.247088623,1.787850952,0.4392679166,0.0007807697,0,0,0,0,0,,20.61441894
PMGD PFV SANTA LAURA,Santa Laura,PARQUE SOLAR SANTA LAURA SPA,PMGD PFV Santa Laura,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0259330005,0.8048530427,1.6530495,1.703567688,1.68770285,1.649128876,1.655242188,1.716624359,1.655581543,1.168651123,0.2445641994,0.0019777048,0,0,0,0,0,,13.96687607
PMGD PFV SANTA LUISA,PMGD PFV Santa Luisa,SANTA LUISA ENERGY SPA,PMGD PFV Santa Luisa,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0453891012,0.6690216218,1.571000488,1.694974396,1.648569336,1.63441272,1.68215332,1.78607312,1.859077057,0.9528321839,0.2137400379,0.0054626138,0,0,0,0,0,,13.762706
PMGD PFV SANTA MARGARITA,PMGD PFV SANTA MARGARITA,FOTOVOLTAICA PEUMO SPA,PMGD PFV Santa Margarita,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0452859928,0.2945241317,0.2557819557,0.2019586486,0.2386469001,0.5487113342,0.9084866334,1.160931091,1.159185974,0.8002409974,0.1916695947,0.0017060892,0,0,0,0,0,,5.807129343
PMGD PFV SANTA RITA,Santa Rita,TOESCA RENOVABLES SPA,PMGD PFV Santa Rita,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0518378804,0.8380058059,1.733194183,1.780526581,1.775573578,1.754264008,1.754860565,1.778711029,1.92166153,1.299311768,0.3401707305,0.0074824764,0,0,0,0,0,,15.03560013
PMGD PFV SANTUARIO SOLAR,Santuario Solar,SOLAR E SPA,PMGD PFV Santuario,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.3342319665,1.773601624,2.303237061,2.31899176,2.249587036,2.212502258,2.25099176,2.340465027,2.307163391,1.354982544,0.1860101329,0,0,0,0,0,0,,19.63176456
PMGD PFV SATURNO NORTE,Saturno Norte,LOS LIBERTADORES SOLAR SPA,PMGD PFV Saturno Norte,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0592660232,1.386143738,3.300291382,3.496499451,3.437990906,3.415202454,3.416066772,3.410154236,2.932883972,1.650959168,0.4454411106,0.0049573469,0,0,0,0,0,,26.95585656
PMGD PFV SDSI,PMGD PFV SDSI,TOESCA RENOVABLES SPA,PMGD PFV SDSI,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0097970922,0.149312912,0.1179605351,0.2241355934,0.7075747985,1.616802857,1.686435455,1.734993866,1.710082672,1.205253616,0.2527189626,0.0045683347,0,0,0,0,0,,9.419636695
PMGD PFV SLK CB NUEVE,PMGD PFV SLK CB Nueve,SLK CB NUEVE SPA,PMGD PFV SLK CB Nueve,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0432512368,0.8870480041,2.032219055,2.139526184,2.109866333,2.103481689,2.11378894,2.132222839,2.061595612,1.386643997,0.4492677469,0.0038874226,0,0,0,0,0,,17.46279906
PMGD PFV SOL DE SEPTIEMBRE,Sol de Septiembre,SOL DE SEPTIEMBRE SPA,PMGD PFV Sol de Septiembre,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.3299560779,2.974878967,5.436558228,7.105663208,8.073335693,8.506976563,8.320578858,7.561421997,5.648350464,3.4747854,0.8077026062,0.0098801203,0,0,0,0,0,,58.25008818
PMGD PFV SOL DEL NORTE,Sol del Norte,SOLAR E SPA,PMGD PFV Sol del Norte,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.064543851,0.8306276017,1.628463043,2.041860443,1.941350678,1.901513367,0.9934311065,1.063447723,0.6399305267,0.3064327546,0.1435060187,0.0000025784,0,0,0,0,0,,11.55510969
PMGD PFV SOLAR TORINO,PMGD PFV Torino,GPG GENERACIÓN DISTRIBUIDA SPA,PMGD PFV Torino,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0512372508,0.6113041916,1.391497192,2.241842865,2.993208557,3.511640015,3.632448608,3.281857544,2.584243775,1.595320007,0.4218340073,0.00063688,0,0,0,0,0,,22.31707089
PMGD PFV SOLARPARK VILLA ALEMANA,PMGD PFV SolarPark Villa Alemana,ANUMAR ENERGIA DEL SOL 1 SPA,PMGD PFV SolarPark V. A.,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PMGD PFV SUNHUNTER,PMGD PFV Sunhunter,FONTUS PRIME SOLAR SPA,PMGD PFV Sunhunter,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.2031728885,2.885144318,6.37605249,4.008016785,5.860526062,3.877246155,5.46890564,3.523372009,2.311949646,1.627439072,0.3789484635,0.0087124283,0,0,0,0,0,,36.52948596
PMGD PFV TALCA,Talca,SANTA CATALINA SOLAR SPA,PMGD PFV Talca,Solar,Solar,2023-04-20,0,0,0,0,0,0,0.0001604378,0.6555067663,2.799883667,4.4843078,4.916111694,4.674115723,4.403707764,4.423335693,4.704616089,3.254269348,1.855076965,0.2274878845,0,0,0,0,0,0,,36.39857983
PMGD PFV TALHUEN,Talhuén,REDEN TALHUEN SOLAR SPA,PMGD PFV Talhuén,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0758582993,0.5389536667,0.8194584503,1.066180679,1.702502655,1.21254303,1.749556152,1.185266754,0.7592521972,0.5810964165,0.1337980909,0.0003313711,0,0,0,0,0,,9.824797763
PMGD PFV TAMARUGO,Tamarugo,LOS LAGOS SPA,PMGD PFV Tamarugo,Solar,Solar,2023-04-20,0,0,0,0,0,0,0.0039487936,0.4628314324,1.086726654,2.049734528,2.198269836,2.180032898,2.152357666,2.137058838,2.137594299,2.124465576,1.630168518,0.3552957972,0.0099364594,0,0,0,0,0,,18.5284213
PMGD PFV TAMBO REAL,TAMBO REAL,GENERADORA ELÉCTRICA KALTEMP LTDA.,PMGD PFV Tambo Real,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0937186502,0.7265269546,1.318100586,1.700732849,1.522779694,1.649666565,0.8683742676,0.9610841523,0.5913950119,0.3013987351,0.1334167538,0.0017904385,0,0,0,0,0,,9.868984658
PMGD PFV TARANTO,PMGD PFV Taranto,SONNEDIX METRO EXPANSIÓN SPA,PMGD PFV Taranto,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0588456151,0.6354170455,2.148343689,2.456716065,2.354202088,2.317570801,2.3136828,2.426092896,1.891311066,1.165587235,0.3562931728,0.0056975384,0,0,0,0,0,,18.12976001
PMGD PFV TECHOS DE ALTAMIRA,Solar Techos de Altamira,EERM ENERGÍAS DEL FUTURO S.A.,PMGD PFV Techos de Altamira,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PMGD PFV TIERRA [EN_REVISION],PMGD PFV Tierra,GR ALERCE ANDINO SPA [EN_REVISION],PMGD PFV Tierra,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0503417597,0.4291362382,2.147570084,3.456759705,3.514318848,3.729138733,3.632466492,3.801726013,3.793721008,3.125423706,1.088203274,0.0121952534,0,0,0,0,0,,28.78100111
PMGD PFV TILTIL,Til Til Solar,HANWHA Q CELLS TIL TIL UNO SPA,PMGD PFV Til Til,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.1155527368,0.9187144624,1.481823181,1.533128387,1.480664154,1.378977387,1.285997681,1.274703308,1.091744888,0,0.1502045326,0.0043125272,0,0,0,0,0,,10.71582325
PMGD PFV TREBAL SOLAR,Trebal Solar,EL ROBLE SOLAR SPA,PMGD PFV Trebal,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.1286066658,0.8797262421,1.529788208,1.971506378,2.255775757,2.396660523,2.315946777,2.07264389,1.55020871,0.9491838837,0.2509520673,0.0029446042,0,0,0,0,0,,16.30394371
PMGD PFV TREBO,PMGD PFV TREBO,SOLAR TI DIECISIETE SPA,PMGD PFV Trebo,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0,0,1.116979218,1.02555867,1.343476639,1.877987549,1.85861911,1.879618195,1.26701836,0,0,0,0,0,0,0,0,,10.36925774
PMGD PFV TRICA-DOS,Trica-dos,TRICAHUE SPA,PMGD PFV Trica-Dos,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.053261709,0.6433178253,1.247805206,1.27400827,1.296959595,1.277038879,1.312412476,1.326610382,1.16237677,0.6583158874,0.2104221897,0,0,0,0,0,0,,10.46252919
PMGD PFV TRICAHUE II,Solar Tricahue 2,TRICAHUE SOLAR SPA,PMGD PFV Tricahue II,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.2921784416,2.856952576,4.938417481,4.934296509,4.678017944,4.583775635,4.590822754,4.791432495,4.453579834,3.207412537,0.7594559412,0,0,0,0,0,0,,40.08634215
PMGD PFV TRINIDAD,Trinidad Solar,XUE SOLAR SPA,PMGD PFV Trinidad,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0804984909,0.6307361679,1.529908707,2.015884705,1.852807617,1.847459168,1.940893402,2.045416229,1.902823212,1.549728089,0.3323376217,0.0008531643,0,0,0,0,0,,15.72934657
PMGD PFV TUCUQUERE,Tucúquere,TUCUQUERE SPA,PMGD PFV Tucuquere,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.1024686573,0.9318797913,1.638078308,1.649922577,1.585308685,1.57511496,1.622393127,1.696196472,1.621545227,1.159927109,0.3100727415,0.0024672873,0,0,0,0,0,,13.89537494
PMGD PFV UTFSM VALPARAISO VALDES,UTFSM Valparaíso Valdés,MGM INNOVA CAPITAL CHILE SPA,PMGD PFV UTFSM V. Valdés,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PMGD PFV UTFSM VITACURA [EN_REVISION],UTSFM Vitacura,MGM INNOVA CAPITAL CHILE SPA,PMGD PFV UTFSM Vitacura,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PMGD PFV UTFSM VIÑA DEL MAR,UTFSM Viña del Mar,MGM INNOVA CAPITAL CHILE SPA,PMGD PFV UTFSM Viña,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
PMGD PFV VALLE DE LA LUNA II,Valle de la Luna II SpA,VALLE DE LA LUNA II SPA,PMGD PFV Valle de la Luna II,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0639762099,0.8513542328,1.517178864,1.513022522,1.428569214,1.382917481,1.411318939,1.499580078,1.442615662,1.027239945,0.2050427522,0,0,0,0,0,0,,12.3428159
PMGD PFV VALLE SOLAR ESTE II,VALLE SOLAR ESTE 2,CARBON FREE CHILE SPA,PMGD PFV Valle Este II,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0379483318,0.2430933151,0.6786532441,2.667175324,5.882485474,6.718891235,6.596809937,6.799779419,6.528687012,4.896537781,1.553468483,0.0169324112,0,0,0,0,0,,42.62046197
PMGD PFV VALLE SOLAR OESTE II,VALLE SOLAR OESTE 2,CARBON FREE CHILE SPA,PMGD PFV Valle Oeste II,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.1476547404,0.3620155258,1.260047318,4.131491577,6.466818482,6.204550903,6.360942017,6.279599854,5.349715454,3.556389771,0.4004464064,0,0,0,0,0,0,,40.51967205
PMGD PFV VENTISQUERO SOLAR,PMGD PFV VENTISQUERO,TOESCA RENOVABLES SPA,PMGD PFV Ventisquero,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.3484256745,3.008395752,5.745578125,5.815088867,5.645604126,5.573364502,5.616172119,5.918280762,5.678517578,3.826346253,0.9259629746,0.0102917929,0,0,0,0,0,,48.11202853
PMGD PFV VENTURADA,Venturada,CARBON FREE CHILE SPA,PMGD PFV Venturada,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.1838916869,2.185578369,5.903652954,6.226161499,5.979434937,3.186435516,0,0,3.340989075,4.949999512,1.337744232,0.0362521639,0,0,0,0,0,,33.33013994
PMGD PFV VICENTE SOLAR,PMGD PFV Vicente,SOLAR TI DOS SPA,PMGD PFV Vicente,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0968881553,0.6679356613,1.228155823,1.6543797,1.89742627,2.01150769,2.024845062,1.747619721,1.325471436,0.7476964264,0.219482452,0.0013004479,0,0,0,0,0,,13.62270884
PMGD PFV VICTORIA,PMGD PFV Victoria,VICTORIA SOLAR SPA,PMGD PFV Victoria,Solar,Solar,2023-04-20,0,0,0,0,0,0,0.0066164398,2.073296414,7.617153076,8.447297608,8.217396484,8.209917481,8.250650391,8.194398926,8.048727051,7.858383667,7.662279175,3.014978058,0.0314414201,0,0,0,0,0,,77.63253619
PMGD PFV VILLA ALEGRE,Villa Alegre,CARBON FREE CHILE SPA,PMGD PFV Villa Alegre,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.1331672471,1.852297928,4.213437439,4.457861328,4.330997681,4.269637817,4.373259766,4.302635742,0,0,0.0581524468,0.0079787803,0,0,0,0,0,,27.99942617
PMGD PFV VILLA CRUZ,Villa Cruz,CARBON FREE CHILE SPA,PMGD PFV Villa Cruz,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0648118531,0.6281940308,1.798255005,1.880504761,1.815135956,1.81321228,1.843589386,1.888494659,1.518641998,0.384407093,0.0581545681,0.0003951888,0,0,0,0,0,,13.69379678
PMGD PFV VILLA MOSCOSO,PMGD PFV Villa Moscoso,CFT VILLA ALEMANA SPA,PMGD PFV Villa Moscoso,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0336887849,0.2204173204,0.4278285446,0.6990573272,1.840072845,2.083963867,2.089313538,2.102525574,1.916973877,0.8391493683,0.2952086622,0.0030398579,0,0,0,0,0,,12.55123957
PMGD PFV VILLA PRAT,Villa Prat,EL QUEULE SPA,PMGD PFV Villa Prat,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0462345132,0.6220169526,1.484801331,1.570400421,1.500508026,1.402644287,1.527163208,1.45399176,1.273220062,0.9477866822,0.1063232289,0.0007975258,0,0,0,0,0,,11.935888
PMGD PFV VILLA SECA,PMGD PFV VILLA SECA,CARBON FREE CHILE SPA,PMGD PFV Villa Seca,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0566532256,0.6330414581,1.461713303,1.741997253,1.687356781,1.644453705,1.696552216,1.678660278,1.506260376,0.7732194214,0.1951492987,0.0032490264,0,0,0,0,0,,13.07830634
PMGD PFV VILLA SOLAR,PMGD PFV VILLA SOLAR,VILLAPRAT SPA,PMGD PFV Villa Solar,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0549866021,0.810478981,1.651461212,1.773048462,1.722115753,1.678036743,1.713673889,1.650190338,1.448627899,0.9844235992,0.111701375,0.0003017069,0,0,0,0,0,,13.59904656
PMGD PFV VITUCO 2B,Vituco 2B,CARBON FREE CHILE SPA,PMGD PFV Vituco 2B,Solar,Solar,2023-04-20,0,0.0000264545,0,0,0,0,0,0.0084760867,0.1801364879,1.444846726,1.404264282,1.182558411,1.451151978,1.703254852,1.48573378,0.9674587708,0.6631357346,0.2543837559,0,0,0,0,0,0,,10.74542732
PMGD PFV ÑILHUE,Ñilhue,GESTEL INGENIERÍA LIMITADA,PMGD PFV Ñilhue,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0054083231,0.2128896113,0.458638092,0.6093555756,0.711243164,0.7555207366,0.7503831787,0.6745600738,0.5029176787,0.2756770096,0.0794861431,0.0005282355,0,0,0,0,0,,5.036607822
PMGD PFV ÑIQUEN,Niquen,MAITÉN SPA,PMGD PFV Ñiquén,Solar,Solar,2023-04-20,0,0,0,0,0,0,0,0.0002523043,0.6071046142,1.597225647,1.793421021,1.769283539,1.740802612,1.775962189,1.858800934,1.526865021,0.7329937363,0.1545346765,0.0007273852,0,0,0,0,0,,13.55797368
